Title,Description,Genre,Processed_Description
Jerma's Big Adventure,"Oh no! Jerma985 has fallen into a spooky cavern filled with ROBOT dinosaurs and EVIL warlocks. In this wacky action-platformer, fight to escape the treacherous cavern while a live studio chat cheers you on!","['Action', 'Adventure', 'Free to Play', 'Indie']",oh jerma985 fallen spooky cavern filled robot dinosaur evil warlock wacky action-platformer fight escape treacherous cavern live studio chat cheer
永冻之壳 The Shell of Permafrost,"A girl, draped in mystery and chased by an evil fate, escapes from a frozen land. Now, a year later, with her memory gradually returning, she is forced to make an important decision.","['Casual', 'Free to Play', 'Indie', 'RPG']",girl draped mystery chased evil fate escape frozen land year later memory gradually returning forced make important decision
POPGOES Arcade,"Battle the corrupt animals of the forest, collect valuable items and abilities, and save the world, TWICE, in this retro-styled RPG adventure! As an official spinoff of the Five Nights at Freddy's horror game series, you can expect familiar characters, loads of secrets, and maybe some scares...",['RPG'],battle corrupt animal forest collect valuable item ability save world twice retro-styled rpg adventure official spinoff five night freddy 's horror game series expect familiar character load secret maybe scare ...
9-nine-:Episode 2,It's Sora and Kakeru's time to shine when the action heats up in 9-nine-: Episode 2. Can they take down the murderer before it's too late for them both?,"['Action', 'Casual', 'Simulation']",'s sora kakeru 's time shine action heat 9-nine- episode 2. take murderer 's late
Zeepkist,Welcome to Zeepkist! You race soapboxes down hills!,"['Action', 'Indie', 'Racing', 'Sports', 'Early Access']",welcome zeepkist race soapbox hill
Resonance of the Ocean,Pick up what the waves wash ashore to make instruments. Use those instruments to answer the echoes heard from beyond the ocean.,"['Adventure', 'Casual', 'Indie']",pick wave wash ashore make instrument use instrument answer echo heard beyond ocean
Tinykin,Catch hundreds of tinykin and use their unique powers to bring Milo back to his home planet and back to normal size!,"['Action', 'Adventure', 'Indie']",catch hundred tinykin use unique power bring milo back home planet back normal size
Aokana - Four Rhythms Across the Blue - EXTRA1,Aokana - EXTRA1 is the official Mashiro afterstory for Aokana.Experience even more Aokana in 1440p!,"['Adventure', 'Casual']",aokana extra1 official mashiro afterstory aokana.experience even aokana 1440p
Pajama Sam: No Need to Hide When It's Dark Outside,"There's no reason to be afraid of the dark. Fed up with his fear of the dark, Sam transforms himself into Pajama Sam - world's youngest superhero and resolves to confront Darkness! With help from King the mine car, Otto the boat, and a host of fascinating characters.","['Adventure', 'Casual']",'s reason afraid dark fed fear dark sam transforms pajama sam world 's youngest superhero resolve confront darkness help king mine car otto boat host fascinating character
Perfect Gold - Yuri Visual Novel,"In this short, coming-of-age yuri visual novel, play as Marion LaRue and Audrey Clary as they explore the magical city of Castlecoast and get a second chance at love and friendship.","['Adventure', 'Casual', 'Indie']",short coming-of-age yuri visual novel play marion larue audrey clary explore magical city castlecoast get second chance love friendship
Touhou Hero of Ice Fairy,"Touhou Hero of Ice Fairy is an indie game developed by GAMEPULSE.Step into the shoes of Cirno, the Hero of Ice, as she embarks on a journey against evil, liberating Gensokyo and saving her dear princess.","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",touhou hero ice fairy indie game developed gamepulse.step shoe cirno hero ice embarks journey evil liberating gensokyo saving dear princess
Dogs Organized Neatly,In this 2D puzzle game you have the responsibility to arrange lovely doggos in a way that fits the grid. Dogs Organized Neatly comes with 80 brand-new hand-crafted levels and a whole bunch of dogs in all shapes and sizes.,"['Casual', 'Indie']",2d puzzle game responsibility arrange lovely doggos way fit grid dog organized neatly come 80 brand-new hand-crafted level whole bunch dog shape size
The Procession to Calvary,"Pilfer from pirates, conspire with cardinals and perform miracles with an incompetent magician. The Procession to Calvary is a Pythonesque adventure game made from Renaissance paintings, and a spiritual successor to the critically acclaimed Four Last Things.","['Adventure', 'Indie']",pilfer pirate conspire cardinal perform miracle incompetent magician procession calvary pythonesque adventure game made renaissance painting spiritual successor critically acclaimed four last thing
9-nine-:Episode 4,"Kakeru and his friends uncover the identity of the mastermind behind the incidents in Shiromitsugawa as the story shifts to focus on Noa Yuuki, a girl with a strong sense of justice. What secrets will they uncover about the Artifacts and the bonds that ties them all together?",['Casual'],kakeru friend uncover identity mastermind behind incident shiromitsugawa story shift focus noa yuuki girl strong sense justice secret uncover artifact bond tie together
The Test: Secrets of the Soul,"You will answer a series of questions that will reveal things from deep within. Some will be uncomfortable, but with great knowledge comes great sacrifice. Can you make it all the way through The Test, and are you SURE you want the answers you seek? For it is time to unlock ""Secrets of the Soul...""","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']",answer series question reveal thing deep within uncomfortable great knowledge come great sacrifice make way test sure want answer seek time unlock `` secret soul ... ''
Little Busters! English Edition,"Capturing the hearts of countless fans since 2007, Little Busters! is an emotional visual novel from Key, the minds behind Angel Beats! and CLANNAD. This special English release supports touch controls and dynamic switching between English and Japanese text, and is in HD for the first time on PC.","['Adventure', 'Casual', 'Simulation']",capturing heart countless fan since 2007 little buster emotional visual novel key mind behind angel beat clannad special english release support touch control dynamic switching english japanese text hd first time pc
Letters From a Rainy Day -Oceans and Lace-,"Luscious artwork brings the beautiful streets of Kamakura in June to life in this bittersweet sapphic story of a romance that begins with blackmail... This is a yuri adventure game based on the theme of love between girls at a lady's school in Kamakura, Japan.",['Adventure'],luscious artwork brings beautiful street kamakura june life bittersweet sapphic story romance begin blackmail ... yuri adventure game based theme love girl lady 's school kamakura japan
Twinsen's Little Big Adventure 2 Classic,"Twinsen's Little Big Adventure 2 Classic is a retro action-adventure game originally released in 1997. After saving the world from the evilish Doctor Funfrock, Twinsen is now ready to face a new threat coming from outer space.","['Action', 'Adventure', 'RPG']",twinsen 's little big adventure 2 classic retro action-adventure game originally released 1997. saving world evilish doctor funfrock twinsen ready face new threat coming outer space
